"Date Time","Salinity (psu)","DO (mg/L)","Temperature (C)"
"2024-03-26 19:03:00.000","0.049850232899188995","10.024079322814941","20.623762342664932"
"2024-03-26 20:00:00.000","0.0","9.901053428649902","21.65522681342231"
"2024-03-26 21:00:00.000","0.031837098300457","10.022300720214844","22.140765719943577"
"2024-03-26 21:02:00.000","0.0323297418653965","9.980326652526855","22.77978685167101"
"2024-03-26 22:00:00.000","30.304811477661133","8.06207275390625","11.148389180501303"
"2024-03-26 23:00:00.000","30.05400848388672","7.800796031951904","11.083238389756945"
"2024-03-27 00:00:00.000","27.619020462036133","8.381424903869629","11.105406019422743"
"2024-03-27 01:00:00.000","27.695714950561523","8.403044700622559","11.151631673177084"
"2024-03-27 02:00:00.000","29.245607376098633","8.012778282165527","11.115459865993925"
"2024-03-27 03:00:00.000","30.151042938232422","8.096389770507812","11.101116604275173"
"2024-03-27 04:00:00.000","30.04780387878418","8.064434051513672","11.130867004394531"
"2024-03-27 05:00:00.000","30.52324867248535","8.492426872253418","11.196784973144531"
"2024-03-27 06:00:00.000","30.496139526367188","8.331897735595703","11.197433471679688"
"2024-03-27 07:00:00.000","30.755168914794922","8.703784942626953","11.146965026855469"
"2024-03-27 08:00:00.000","30.79757308959961","8.674668312072754","11.142999860975477"
"2024-03-27 09:00:00.000","30.47066307067871","8.224671363830566","11.177177429199219"
"2024-03-27 10:00:00.000","30.510215759277344","8.044927597045898","11.169673071967232"
"2024-03-27 11:00:00.000","29.433616638183594","8.413997650146484","11.192419264051649"
"2024-03-27 12:00:00.000","22.205900192260742","8.747537612915039","11.340624491373699"
"2024-03-27 13:00:00.000","11.634565353393555","9.718822479248047","11.386023627387154"
"2024-03-27 14:00:00.000","19.50178337097168","9.040267944335938","11.332170698377821"
"2024-03-27 15:00:00.000","14.368279457092285","9.278873443603516","11.348482767740887"
"2024-03-27 16:00:00.000","27.147634506225586","8.458497047424316","11.169800228542753"
"2024-03-27 17:00:00.000","28.963001251220703","8.491678237915039","11.089888678656685"
"2024-03-27 18:00:00.000","29.86229133605957","8.82387924194336","11.015722486707899"
"2024-03-27 19:00:00.000","30.194257736206055","8.935442924499512","11.003894805908203"
"2024-03-27 20:00:00.000","30.31305503845215","8.987091064453125","11.010040707058376"
"2024-03-27 21:00:00.000","30.685056686401367","8.961099624633789","11.018314361572266"
"2024-03-27 22:00:00.000","30.281991958618164","8.856688499450684","11.025708516438803"
"2024-03-27 23:00:00.000","29.923078536987305","8.615370750427246","11.043849521213108"
"2024-03-28 00:00:00.000","29.5584659576416","8.49168586730957","11.072252061631945"
"2024-03-28 01:00:00.000","28.660017013549805","8.436501502990723","11.091723971896702"
"2024-03-28 02:00:00.000","29.457088470458984","8.409979820251465","11.071667141384548"
"2024-03-28 03:00:00.000","30.102603912353516","8.634864807128906","11.056491004096138"
"2024-03-28 04:00:00.000","30.147050857543945","8.621979713439941","11.059508853488499"
"2024-03-28 05:00:00.000","30.47648811340332","8.639494895935059","11.080377366807726"
"2024-03-28 06:00:00.000","30.44398307800293","8.681368827819824","11.109953986273872"
"2024-03-28 07:00:00.000","30.64778709411621","8.827144622802734","11.146553887261286"
"2024-03-28 08:00:00.000","30.796911239624023","8.872713088989258","11.146757337782118"
"2024-03-28 09:00:00.000","30.54627799987793","8.510722160339355","11.123377482096355"
"2024-03-28 10:00:00.000","30.49637794494629","8.521723747253418","11.129031711154514"
"2024-03-28 11:00:00.000","29.76799964904785","8.525620460510254","11.113467746310764"
"2024-03-28 12:00:00.000","22.902109146118164","8.896612167358398","11.161077287462023"
"2024-03-28 13:00:00.000","7.624291896820068","10.095148086547852","11.122059292263456"
"2024-03-28 14:00:00.000","3.335282325744629","10.413354873657227","11.035664876302084"
"2024-03-28 15:00:00.000","2.8427646160125732","10.411733627319336","10.984971788194445"
"2024-03-28 16:00:00.000","2.134866952896118","10.481228828430176","10.950336456298828"
"2024-03-28 17:00:00.000","1.5875300168991089","10.528706550598145","10.963798099093967"
"2024-03-28 18:00:00.000","1.4922969341278076","10.565345764160156","11.004460652669271"
"2024-03-28 19:00:00.000","1.6006979942321777","10.516573905944824","11.025950113932293"
"2024-03-28 20:00:00.000","13.77974796295166","10.06103515625","11.17831759982639"
"2024-03-28 21:00:00.000","15.21286678314209","10.088045120239258","11.277601453993055"
"2024-03-28 22:00:00.000","16.355077743530273","9.949130058288574","11.260371738009983"
"2024-03-28 23:00:00.000","12.473937034606934","10.014312744140625","11.225549909803602"
"2024-03-29 00:00:00.000","8.863025665283203","10.181060791015625","11.285199059380426"
"2024-03-29 01:00:00.000","4.431975364685059","10.505545616149902","11.423284742567274"
"2024-03-29 02:00:00.000","3.1287403106689453","10.578307151794434","11.464725070529514"
"2024-03-29 03:00:00.000","1.8491058349609375","10.666376113891602","11.499275631374784"
"2024-03-29 04:00:00.000","1.5269116163253784","10.657641410827637","11.443142361111112"
"2024-03-29 05:00:00.000","2.590669631958008","10.532449722290039","11.315769619411894"
"2024-03-29 06:00:00.000","14.703633308410645","10.018296241760254","11.326158311631945"
"2024-03-29 07:00:00.000","17.690988540649414","9.970694541931152","11.346691979302301"
"2024-03-29 08:00:00.000","18.597578048706055","9.981481552124023","11.347300211588543"
"2024-03-29 09:00:00.000","22.41914939880371","9.761042594909668","11.359600490993925"
"2024-03-29 10:00:00.000","21.403953552246094","9.745174407958984","11.357146369086372"
"2024-03-29 11:00:00.000","15.588577270507812","9.898210525512695","11.336000230577257"
"2024-03-29 12:00:00.000","10.479104995727539","10.098073959350586","11.272612677680122"
"2024-03-29 13:00:00.000","2.8608286380767822","10.57693099975586","11.115269131130644"
"2024-03-29 14:00:00.000","2.807481050491333","10.562600135803223","11.113558875189888"
"2024-03-29 15:00:00.000","2.239880084991455","10.5979642868042","11.001436445448133"
"2024-03-29 16:00:00.000","1.68899667263031","10.582331657409668","10.947710673014324"
"2024-03-29 17:00:00.000","1.313502550125122","10.61989974975586","10.902233123779297"
"2024-03-29 18:00:00.000","8.795162200927734","10.119447708129883","10.98234388563368"
"2024-03-29 19:00:00.000","26.646512985229492","9.56113052368164","11.137031979031034"
"2024-03-29 20:00:00.000","28.93238639831543","9.509309768676758","11.175910101996529"
"2024-03-29 21:00:00.000","29.67047119140625","9.436948776245117","11.192656622992622"
"2024-03-29 22:00:00.000","30.37374496459961","9.334348678588867","11.210717095269098"
"2024-03-29 23:00:00.000","30.69622802734375","9.316327095031738","11.219181484646269"
"2024-03-30 00:00:00.000","30.959259033203125","9.208499908447266","11.221533881293404"
"2024-03-30 01:00:00.000","30.435993194580078","9.089484214782715","11.218901740180122"
"2024-03-30 02:00:00.000","30.777345657348633","9.047656059265137","11.226395501030817"
"2024-03-30 03:00:00.000","31.819618225097656","9.13055419921875","11.238619486490887"
"2024-03-30 04:00:00.000","32.506248474121094","8.96746826171875","11.26358879937066"
"2024-03-30 05:00:00.000","32.7653923034668","8.900677680969238","11.292601691351997"
"2024-03-30 06:00:00.000","32.72804641723633","8.874714851379395","11.296925014919706"
"2024-03-30 07:00:00.000","32.85410690307617","8.844858169555664","11.305385165744358"
"2024-03-30 08:00:00.000","32.65068435668945","8.774421691894531","11.268861558702257"
"2024-03-30 09:00:00.000","32.71294403076172","8.54569149017334","11.295941670735678"
"2024-03-30 10:00:00.000","32.504615783691406","8.750449180603027","11.283450656467014"
"2024-03-30 11:00:00.000","32.4016227722168","8.484718322753906","11.269073486328125"
"2024-03-30 12:00:00.000","32.23393249511719","8.812809944152832","11.247389051649305"
"2024-03-30 13:00:00.000","32.039642333984375","8.68856143951416","11.249673631456163"
"2024-03-30 14:00:00.000","28.977909088134766","8.944341659545898","11.193962097167969"
"2024-03-30 15:00:00.000","19.736068725585938","9.40447998046875","11.057732899983725"
"2024-03-30 16:00:00.000","14.323952674865723","9.71592903137207","10.952415466308594"
"2024-03-30 17:00:00.000","30.93349266052246","8.503132820129395","11.210259331597223"
"2024-03-30 18:00:00.000","31.103219985961914","8.472757339477539","11.22149149576823"
"2024-03-30 19:00:00.000","31.338953018188477","8.391979217529297","11.213099161783855"
"2024-03-30 20:00:00.000","30.890670776367188","8.324053764343262","11.204751332600912"
"2024-03-30 21:00:00.000","30.675674438476562","8.470349311828613","11.166400909423828"
"2024-03-30 22:00:00.000","30.73040199279785","8.368878364562988","11.185090806749132"
"2024-03-30 23:00:00.000","30.496835708618164","8.330245971679688","11.191431681315105"
"2024-03-31 00:00:00.000","30.239154815673828","8.578910827636719","11.164733039008247"
"2024-03-31 01:00:00.000","30.205215454101562","8.34195327758789","11.17891099717882"
"2024-03-31 02:00:00.000","29.977872848510742","8.407337188720703","11.171769036187067"
"2024-03-31 03:00:00.000","29.873367309570312","8.316754341125488","11.174360911051433"
"2024-03-31 04:00:00.000","30.35030746459961","8.44200325012207","11.165220472547743"
"2024-03-31 05:00:00.000","30.514101028442383","8.596399307250977","11.152767605251737"
"2024-03-31 06:00:00.000","30.433517456054688","8.558226585388184","11.157771216498482"
"2024-03-31 07:00:00.000","30.709863662719727","8.634123802185059","11.187282138400608"
"2024-03-31 08:00:00.000","30.813993453979492","8.693737983703613","11.244998508029514"
"2024-03-31 09:00:00.000","30.79920196533203","8.909690856933594","11.290861765543621"
"2024-03-31 10:00:00.000","30.929443359375","9.015555381774902","11.284361945258247"
"2024-03-31 11:00:00.000","30.850845336914062","8.819584846496582","11.2701416015625"
"2024-03-31 12:00:00.000","30.723350524902344","8.223579406738281","11.25546349419488"
"2024-03-31 13:00:00.000","30.506052017211914","8.24216365814209","11.215345594618055"
"2024-03-31 14:00:00.000","30.22943687438965","8.402546882629395","11.211285061306425"
"2024-03-31 15:00:00.000","27.297367095947266","8.629244804382324","11.196102566189237"
"2024-03-31 16:00:00.000","17.694400787353516","9.27624797821045","11.115084754096138"
"2024-03-31 17:00:00.000","20.5573787689209","8.86729621887207","11.13008287217882"
"2024-03-31 18:00:00.000","27.17643165588379","8.51465892791748","11.196157667371962"
